logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-19.402,2042474989,visualization of lidar derived relief models for detection of archaeological features,en,2012,56,86,"1946253038,2083281122,2160886094,2148516594,2138060511,1996075252,2106488983,1504183433,2091460873,143850130,2202777762,2008070546,2278448846,1798489336,1515711615,2111891265,1979606301,109458710,2041989146,1545072659,2096666883,2146819273,2033472262,2154587786,1997575625,2073858706,1806719490,1529077413,2287684099,1993434327,2051693750,135252013","archaeological,derived,detection,features,lidar,models,relief,visualization",benjamin stular|2656196460|žiga kokalj|2307227852|kristof ostir|2151859425|laure nuninger|2047611814,visualization|36464697|view factor|66197374|terrain|161840515|sky|73329638|remote sensing|62649853|lidar|51399673|grayscale|78201319|geology|127313418|digital image|42781572|digital elevation model|181843262|archaeology|166957645,j archaeol sci|190270160
-19.408,2091294729,three dimensional multi offset ground penetrating radar imaging of archaeological targets,en,2008,40,59,"627907298,2615209976,2024551209,1981607562,2145308816,2164345547,2102921232,2139536096,2121735832,1513488900,2005273020,2052718579,1995726128,2152398027,2052351095,2487475752,2167268951,1973732642,2016685829,2033465624,2008341810,2052268017,2082358101,2019878549,2017642810,2002022871,2043153484,1993730695,2070406205,2004409369,2069608023,2127000278,2017882341,2047791558,2038689352,2332317617,2124158295,2140081064,2166868430,2005616168,2077110972,2122567504,2751088154,2063616332","archaeological,dimensional,ground,imaging,multi,offset,penetrating,radar,targets,three",adam d booth|2423311355|adam d booth|2423311355|neil linford|1972671123|roger a clark|2467812216|tavi murray|2102468776,survey methodology|73945780|signal to noise ratio|73836528|remote sensing|62649853|offset|175291020|interpolation|17378031|image resolution|205372480|ground penetrating radar|71813955|grid|187691185|geology|127313418|archaeology|166957645|antenna|21822782,archaeological prospection|180658431
-19.409,1996922388,methods for the extraction of archaeological features from very high resolution ikonos 2 remote sensing imagery hisar southwest turkey,en,2007,96,133,"2005073772,1606936601,2105536892,2111975408,2883466786,1991571876,1978125380,2023373255,1981241968,2202777762,2027924549,2170673946,2184984123,1583995889,154287786,2138715276,2120007563,2301383503,2033367417,34188043,2021609486,2007351065,2085642543,2297434691,2891775723,2047815084,2061646766,181962117,2522140857,608048516,1990632967,652830116","2,archaeological,extraction,features,high,hisar,ikonos,imagery,methods,remote,resolution,sensing,southwest,turkey",v de laet|2169294177|etienne paulissen|1907811893|marc waelkens|1481642178,terrain|161840515|satellite imagery|2778102629|remote sensing|62649853|multidisciplinary approach|22467394|land use|4792198|image resolution|205372480|geology|127313418|archaeology|166957645,j archaeol sci|190270160
-19.413,2080058192,camp delta google earth and the ethics of remote sensing in archaeology,en,2010,38,61,"2016634442,1485995441,2067240270,2106339641,2152828537,1504183433,2096464883,1623899554,2134344373,2124020484,1533486704,2046694891,1603467975,2057777881,2026718846,2312010096,391194250,177189937,2165009972,2006825185,1511364425,1590244615,2331835325,1994084567,1992452841,2067436867,175056903,2039460362,2117078759,2289879831,2107628872,2158226577,1993594434,571649819,2089144346,2032858114,2074313505,645711516,2032733518,2076551377,2008065142,2335119801,2084461339,1624354555,2037475290,2047275675","archaeology,camp,delta,earth,ethics,google,remote,sensing",adrian myers|2142395980,satellite imagery|2778102629|remote sensing|62649853|prison|2780656516|information access|2776543384|history|95457728|delta|5072461|bay|115880899|archaeology|166957645,world archaeology|14980801
-19.437,2296421709,looting marks in space borne sar imagery measuring rates of archaeological looting in apamea syria with terrasar x staring spotlight,en,2016,32,32,"2101108516,2127170577,2051188981,2129348473,2150666871,2096464883,2523737608,2118426743,1991238184,1555700134,2001432432,2016170005,2054402786,2073163184,1968894604,1976320505,2484513495,2169918931,1254409997,2331188894,2064497260,2116714053,1993441315,2146170547,2184119577,1513291042","apamea,archaeological,borne,imagery,looting,marks,measuring,rates,sar,space,spotlight,staring,syria,terrasar,x",deodato tapete|2051837759|deodato tapete|2051837759|francesca cigna|1139602135|daniel n m donoghue|2109518512,synthetic aperture radar|87360688|staring|2778949103|remote sensing|62649853|radar imaging|10929652|radar|554190296|looting|2780570456|layover|2780223964|geology|127313418|excavation|31858485|archaeology|166957645,remote sens environ|141808269
-19.453,1971492509,integrating multidimensional geophysical data,en,2006,65,99,"1973948212,1571356903,1578368825,2157895715,2083630421,2095105537,2082358101,2052195531,1973049152,2289299689,2110267251,2299564514,2089332789,2053563089","data,geophysical,integrating,multidimensional",kenneth l kvamme|2600466324,sensor fusion|33954974|remote sensing|62649853|information system|180198813|geophysics|8058405|geology|127313418|factor analysis|10879293|data integration|72634772|curse of dimensionality|111030470|computer graphics|77660652|boolean operations in computer aided design|22126921|archaeology|166957645,archaeological prospection|180658431
-19.489,2086349579,detection of exposed and subsurface archaeological remains using multi sensor remote sensing,en,2007,85,121,"2061240006,1979204143,2128153887,2164345547,2325962345,2202777762,1991039337,1577661477,2168997446,2037028543,1551049053,2011147915,2083041300,2170673946,2573215677,2137564764,2083197550,2018297962,1990014164,2096171073,2083511573,1600278610,2043310452,2156393223,2073691881,2085642543,2025483702,1965987528,2030715167,212172937,2016532746,2003859918,2497595417,2591536561,2142243077,1965280019,87809495,2077237808,1600284498,1981817354,2326820390,2119181641,2332155253,2078641098,1982852778,2128824407,789501316,2051857282,622971399,40395757,1991734234,2791203904,2494048090,800205068,2745984599","archaeological,detection,exposed,multi,remains,remote,sensing,sensor,subsurface",aled rowlands|2096352476|apostolos sarris|2139383741,remote sensing|62649853|lidar|51399673|hyperspectral imaging|159078339|geophysical survey|114315601|geology|127313418|excavation|31858485|archaeology|166957645|anomaly detection|739882,j archaeol sci|190270160
-19.5,1530993534,mapping submerged archaeological sites using stereo vision photogrammetry,en,2013,36,36,"2146881125,2009422376,2127578024,2903143572,2153709524,2123315723,2157583358,2018811028,2163419695,2124377983,1963696504,2090922579,2334553722,2087091994,1994102944,2064675821,2115286067,176556788,2002150101,2154542392,2807404244,2097063274,2317699942","archaeological,mapping,photogrammetry,sites,stereo,submerged,vision",jon c henderson|2330015038|oscar pizarro|2017108474|matthew johnsonroberson|2033490064|ian mahon|2076742173,visualization|36464697|underwater archaeology|1479423|stereopsis|68537008|robotics|34413123|remote sensing|62649853|photogrammetry|117455697|image processing|9417928|history|95457728|data collection|133462117|bronze age|120876096|artificial intelligence|154945302|archaeology|166957645,international journal of nautical archaeology|105087119
-19.519,2089919337,method for photogrammetric surveying of archaeological sites with light aerial platforms,en,2012,31,31,"186669090,2038705556,1998327661,2759597086,2291076239,1490978331,2048128407,2910427973,2487399560,1496823833,2498411882,2021348337,2074811441,39005036,1584040352,88523970,2806429741","aerial,archaeological,light,photogrammetric,platforms,sites,surveying",a t mozascalvache|2625022871|jose luis perezgarcia|2207373149|f j cardenalescarcena|2325228963|e matacastro|2315661309|j delgadogarcia|2625888111,total station|168498295|stereoscopy|126057942|situated|132829578|remote sensing|62649853|photogrammetry|117455697|ground sample distance|197513456|geology|127313418|data reduction|153914771|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,j archaeol sci|190270160
-19.532,2071719485,new discoveries in the piramide naranjada in cahuachi peru using satellite ground probing radar and magnetic investigations,en,2011,31,31,"2118898434,2131586477,1504183433,2043002852,2058105619,1996922388,1516799345,1990868684,1972427274,1993243599,2040789065,2155439347,1530780495,2005426878,2132441697,2069152987,2486563308,2006120655","cahuachi,discoveries,ground,investigations,magnetic,naranjada,peru,piramide,probing,radar,satellite",rosa lasaponara|233151887|nicola masini|146908812|enzo rizzo|2299022984|giuseppe orefici|1307530945,satellite imagery|2778102629|remote sensing|62649853|pyramid|69952321|outcrop|169212394|magnetic anomaly|194482375|ground penetrating radar|71813955|geology|127313418|excavation|31858485|earth s magnetic field|199635899|archaeology|166957645|adobe|2777261232,j archaeol sci|190270160
-19.533,1991238184,satellite based monitoring of looting and damage to archaeological sites in syria,en,2014,25,25,"2104638284,1506395349,2096464883,2033244684,2488512702,337543654,2210423779,2481623565,2321518539,2163892791,2006301634,1526229366,2013456885,65424926,215594828,2078123721,2085760485,2074826911,618242148,2018679261,1602966054,1603634540,2490228390,39052212,618242197,641366412,640328519","archaeological,damage,looting,monitoring,satellite,sites,syria",jesse casana|2708339811|mitra panahipour|2413682747,satellite imagery|2778102629|satellite|19269812|looting|2780570456|geography|205649164|archaeology|166957645,journal eastern mediterranean archaeology heritage studies|2764665464
-19.56,2083197550,satellite imagery and archaeology the example of corona in the altai mountains,en,2006,53,93,"1994641974,1998902551,1550772144,2037028543,1963743800,1916920390,1600278610,1990916000,2086581402,2299529876,2319644136,2078123721,2109058215,2461439805,2619105942,2010992486,2249007399,2319394799,2305411945,2047523721,2408738934,438406548,2123340226,2475886004","altai,archaeology,corona,example,imagery,mountains,satellite",rudi goossens|2097165080|alain de wulf|2027984156|jean bourgeois|2267678628|wouter gheyle|1458861332|tom willems|2893750063,stereoscopy|126057942|shadow|196998284|satellite imagery|2778102629|satellite|19269812|remote sensing|62649853|photography|119657128|orthophoto|82789328|global positioning system|60229501|geology|127313418|geodetic datum|58754882|archaeology|166957645,j archaeol sci|190270160
-19.572,1555700134,prospection and monitoring of the archaeological heritage of nasca peru with envisat asar,en,2013,27,27,"2118898434,2101953912,2118426743,2071719485,1993102983,2024834435,241845459,2189129584,2133288330,1254409997,2150031699,86252855","archaeological,asar,envisat,heritage,monitoring,nasca,peru,prospection",deodato tapete|2051837759|francesca cigna|1139602135|nicola masini|146908812|rosa lasaponara|233151887,vegetation index|2780376076|synthetic aperture radar|87360688|remote sensing|62649853|prospection|2778426922|geology|127313418|excavation|31858485|archaeology|166957645|aqueduct|141904268|aster|13772937|adobe|2777261232,archaeological prospection|180658431
-19.577,2587918125,drones in archaeology state of the art and future perspectives,en,2017,18,18,"2019400639,2145595389,2168583588,2038705556,1998327661,2142566733,2291076239,2129493656,2048128407,2130467033,2910427973,1582209946,2026593617,2006174242,2076125099,1984567006,1991941646,2156944419,2132116584,365646760,2345508199,2586885741,1584401861,2513635239,2026241957","archaeology,art,drones,future,perspectives,state",stefano campana|2892620085|stefano campana|2892620085,woodland|203174812|remote sensing|62649853|geology|127313418|excavation|31858485|documentation|56666940|archaeology|166957645|aerial survey|176262533|aerial reconnaissance|185154738,archaeological prospection|180658431
-19.581,1481905924,satellite remote sensing a new tool for archaeology,en@@@ja,2012,34,87,,"archaeology,remote,satellite,sensing,tool",rosa lasaponara|233151887|nicola masini|146908812,satellite|19269812|remote sensing|62649853|information and communications technology|67363961|geoarchaeology|18065371|grasp|171268870|engineering|127413603|earth observation|39399123|cultural heritage|60671577|archaeology|166957645,
